sampleid	Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
13722.58cfa831e4b0c9d6adf6cb98	0	0	0	0	6	0	0	4390	1	0	0	0	75	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	180
13722.58cfa831e4b0c9d6adf6cb60	0	0	0	0	0	0	0	16931	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	4	0	0	2
13722.58cfa831e4b0c9d6adf6cb70	0	0	0	0	2	0	0	17701	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
13722.58cfa831e4b0c9d6adf6cba6	0	0	0	0	0	0	0	1282	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cba5	0	0	0	0	0	0	0	26749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cb63	0	0	0	0	0	1	0	35908	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	2
13722.58cfa831e4b0c9d6adf6cbae	0	0	0	0	0	0	0	4884	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cb84	0	0	0	0	2	1	0	22783	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa831e4b0c9d6adf6cbc1	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa831e4b0c9d6adf6cbc4	0	0	0	0	2	0	0	675	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11
13722.58cfa831e4b0c9d6adf6cbb5	0	0	0	0	0	0	0	30740	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cbc3	0	0	0	0	0	0	0	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cbd6	0	0	0	0	12	0	0	6536	0	0	0	0	19	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
13722.58cfa831e4b0c9d6adf6cbc9	0	0	0	0	0	0	0	34281	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8
13722.58cfa831e4b0c9d6adf6cbe4	0	0	0	0	0	0	0	2329	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
13722.58cfa831e4b0c9d6adf6cbdf	0	0	0	0	8	0	0	4624	0	0	1	0	146	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	364
13722.58cfa831e4b0c9d6adf6cc58	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa831e4b0c9d6adf6cbf4	0	0	0	0	2	0	0	20378	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cbf9	0	0	0	0	2	0	0	18981	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cc60	0	0	0	0	0	0	0	19875	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa831e4b0c9d6adf6cbeb	0	0	0	0	2	1	0	23986	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	236
13722.58cfa831e4b0c9d6adf6cb7c	0	0	0	0	0	0	0	9540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cc90	0	0	0	0	0	0	0	30623	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
13722.58cfa831e4b0c9d6adf6ccbe	0	0	0	0	0	0	0	262	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cc1a	0	0	0	0	0	0	0	33578	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa831e4b0c9d6adf6ccbc	0	0	0	0	0	0	0	1565	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6ccc0	0	0	0	0	0	0	0	6873	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6ccd6	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6ccd4	0	0	0	0	0	0	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6ccf0	0	0	0	0	0	0	0	6327	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cc8d	0	0	0	0	5	0	0	16056	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	203
13722.58cfa831e4b0c9d6adf6ccb0	0	0	0	0	0	0	0	17969	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	0	0	48
13722.58cfa831e4b0c9d6adf6cce5	0	0	0	0	0	0	0	207	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cd08	0	0	0	0	14	0	0	4771	0	0	2	0	22	27	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	66
13722.58cfa831e4b0c9d6adf6cd06	0	0	0	0	0	0	0	31805	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa831e4b0c9d6adf6cd2c	0	0	0	0	0	0	0	16277	0	0	2	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10
13722.58cfa831e4b0c9d6adf6cd58	0	0	0	0	0	0	0	469	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa831e4b0c9d6adf6cd23	0	0	0	0	0	0	0	20029	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cd5c	0	0	0	0	0	0	0	3315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cd87	0	0	0	0	2	0	0	18171	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	9	0	0	1
13722.58cfa831e4b0c9d6adf6cd8c	0	0	0	0	0	0	0	1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cd4e	0	0	0	0	0	0	0	23306	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	2	3
13722.58cfa831e4b0c9d6adf6cd28	0	0	0	2	6	0	0	33624	0	0	0	0	7653	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	22316
13722.58cfa832e4b0c9d6adf6ce14	0	0	0	0	2	0	0	27510	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cd6c	0	0	0	0	0	1	0	28625	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa832e4b0c9d6adf6ce46	0	0	0	0	0	0	0	15084	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
13722.58cfa831e4b0c9d6adf6cdaf	0	0	0	0	0	0	0	20917	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa832e4b0c9d6adf6ceb0	0	0	0	0	0	0	0	520	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa832e4b0c9d6adf6ce5c	0	0	0	0	0	0	0	21410	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2
13722.58cfa832e4b0c9d6adf6ce83	0	0	0	0	2	0	0	36717	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
13722.58cfa832e4b0c9d6adf6cf2a	0	0	0	0	0	0	0	34754	1	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	4
13722.58cfa832e4b0c9d6adf6cf14	0	0	0	0	0	0	0	24801	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	6
13722.58cfa832e4b0c9d6adf6cec6	0	0	0	0	0	0	0	18728	0	0	1	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	59
13722.58cfa832e4b0c9d6adf6cfac	0	0	0	0	0	0	0	22598	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa832e4b0c9d6adf6d01e	0	0	1	0	3	0	0	36842	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	3	2	0	1	2
13722.58cfa832e4b0c9d6adf6d082	0	0	0	0	0	0	0	18823	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
13722.58cfa832e4b0c9d6adf6d0f5	0	0	0	0	2	0	0	19125	1	0	0	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	4
13722.58cfa832e4b0c9d6adf6cf0e	0	0	0	0	6	0	0	11503	0	0	0	0	8144	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	31684
13722.58cfa832e4b0c9d6adf6d1ac	0	0	0	0	0	0	0	26826	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa832e4b0c9d6adf6d102	0	0	2	0	2	1	0	11674	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	23
13722.58cfa832e4b0c9d6adf6d1bb	0	0	0	0	0	0	0	24446	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3
13722.58cfa832e4b0c9d6adf6d1d2	0	0	0	0	0	0	0	24817	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
13722.58cfa832e4b0c9d6adf6d114	0	0	0	0	0	0	0	20547	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5
13722.58cfa832e4b0c9d6adf6d1d8	0	1	0	0	0	0	0	30949	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
13722.58cfa832e4b0c9d6adf6d02c	0	0	0	0	2	0	0	31657	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	7	0	2	2
13722.58cfa82fe4b0c9d6adf6b5f0	0	0	0	0	0	0	0	11226	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
13722.58cfa82ee4b0c9d6adf6ae5c	0	0	0	0	24	0	0	3327	1	0	1	0	22410	99	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	6	41	0	1	63108
13722.58cfa82ee4b0c9d6adf6af8a	0	0	0	0	17	0	0	8541	3	0	0	0	13778	18	0	4	0	1	0	0	0	0	1	0	0	2	0	0	0	9	465	0	0	42938
13722.58cfa82fe4b0c9d6adf6b5e6	0	0	0	0	0	0	0	13140	2	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54
13722.58cfa82ee4b0c9d6adf6afa6	0	0	0	0	12	1	0	5775	0	0	0	0	19724	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	50285
13722.58cfa82ee4b0c9d6adf6b038	0	0	0	0	2	0	0	13712	0	0	0	0	6972	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	1	0	23686
13722.58cfa82fe4b0c9d6adf6b6a2	0	0	0	0	0	0	0	20354	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	8	0	0	0	0	44	0	0	1
13722.58cfa82fe4b0c9d6adf6b6a6	0	0	0	0	0	0	0	14231	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	1	167
13722.58cfa82fe4b0c9d6adf6b6af	0	0	0	0	0	0	0	19323	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	538
13722.58cfa82fe4b0c9d6adf6b6be	0	0	0	0	0	0	0	16565	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	11
13722.58cfa82ee4b0c9d6adf6b014	0	0	0	0	0	0	0	3570	0	0	0	0	7611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	0	0	25911
13722.58cfa82fe4b0c9d6adf6b6dc	0	0	0	0	0	0	0	13131	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	59
13722.58cfa82fe4b0c9d6adf6b6d2	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
13722.58cfa82fe4b0c9d6adf6b6e4	0	0	0	0	0	0	0	13411	1	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134
13722.58cfa82fe4b0c9d6adf6b728	0	0	0	0	0	0	0	10081	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236
13722.58cfa82fe4b0c9d6adf6b70a	0	0	0	0	0	0	0	14385	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	64
13722.58cfa82fe4b0c9d6adf6b780	0	0	0	0	0	0	0	17333	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	129
13722.58cfa82fe4b0c9d6adf6b78c	0	0	0	0	0	0	0	16288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
13722.58cfa82fe4b0c9d6adf6b7ac	0	0	0	0	0	1	0	5527	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	10
13722.58cfa82fe4b0c9d6adf6b7f2	0	0	0	0	0	0	0	11069	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	214
13722.58cfa82fe4b0c9d6adf6b7d5	0	0	0	0	0	0	0	12088	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	389
13722.58cfa82fe4b0c9d6adf6b8a7	0	0	0	0	0	0	0	18311	1	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	382
13722.58cfa82fe4b0c9d6adf6b8ea	0	0	0	0	0	0	0	18276	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
13722.58cfa82fe4b0c9d6adf6b82d	0	0	0	0	2	0	0	34707	0	0	0	0	3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11573
13722.58cfa82fe4b0c9d6adf6b9a2	0	0	0	0	0	0	0	12760	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	368
13722.58cfa82fe4b0c9d6adf6b762	0	0	0	0	26	0	0	6804	0	0	0	0	244404	52	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	2	8	0	1	524066
13722.58cfa82fe4b0c9d6adf6b864	0	0	0	0	1	0	0	8865	1	0	0	1	65	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2	0	2	161
13722.58cfa82fe4b0c9d6adf6b760	0	0	1	0	26	0	0	4771	1	0	0	0	269033	61	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	4	29	0	0	568189
13722.58cfa82fe4b0c9d6adf6b9a8	0	0	0	1	0	0	0	15510	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
13722.58cfa830e4b0c9d6adf6bada	0	0	0	0	0	0	0	17916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	1
13722.58cfa82fe4b0c9d6adf6b9e8	0	0	0	0	2	0	0	10504	0	0	0	0	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	69
13722.58cfa830e4b0c9d6adf6bc7c	0	0	0	0	0	0	0	20413	1	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15
13722.58cfa830e4b0c9d6adf6bbaa	0	0	0	0	0	1	0	15830	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	72
13722.58cfa830e4b0c9d6adf6bbd4	0	0	0	0	0	1	0	21235	1	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	7	0	1	24
13722.58cfa830e4b0c9d6adf6bd82	0	0	0	0	0	0	0	18455	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4
13722.58cfa830e4b0c9d6adf6bc8a	0	0	0	0	0	0	0	9721	0	0	0	0	57	15	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	10	0	0	212
13722.58cfa830e4b0c9d6adf6bd9a	0	0	0	0	1	0	0	20041	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa830e4b0c9d6adf6bd93	0	0	0	0	2	0	0	12186	0	0	1	0	59	31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	178
13722.58cfa830e4b0c9d6adf6bda9	0	0	0	0	2	0	0	17388	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
13722.58cfa830e4b0c9d6adf6bc82	0	0	0	0	10	1	0	7573	0	0	0	0	2318	16	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	5802
13722.58cfa830e4b0c9d6adf6bdb3	0	0	0	0	2	0	0	27747	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
13722.58cfa830e4b0c9d6adf6bdca	0	0	0	0	0	0	0	9340	0	0	0	0	587	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216
13722.58cfa830e4b0c9d6adf6be68	0	0	0	0	0	0	0	17604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
13722.58cfa830e4b0c9d6adf6be55	0	0	0	0	6	0	0	9645	0	0	0	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	126
13722.58cfa830e4b0c9d6adf6be38	0	0	0	0	0	0	0	23754	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	21
13722.58cfa830e4b0c9d6adf6bf26	0	0	0	0	0	0	0	26331	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	57
13722.58cfa830e4b0c9d6adf6bf3d	4	0	0	0	6	0	0	22447	1	0	1	0	320	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	6	0	0	797
13722.58cfa830e4b0c9d6adf6bf7e	0	0	0	0	0	0	0	26092	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
13722.58cfa830e4b0c9d6adf6c027	0	0	0	0	2	0	0	13870	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	42
13722.58cfa830e4b0c9d6adf6c12c	0	0	0	0	0	0	0	2684	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
13722.58cfa830e4b0c9d6adf6bfb6	0	1	0	0	2	0	0	11591	2	0	0	0	209	7	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	21	19	0	0	702
13722.58cfa830e4b0c9d6adf6c197	0	0	0	0	0	1	0	15146	0	0	0	0	292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	637
13722.58cfa830e4b0c9d6adf6c16e	0	0	0	0	2	0	0	25191	0	0	1	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	254
13722.58cfa830e4b0c9d6adf6c1aa	0	0	0	0	0	0	0	19911	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa830e4b0c9d6adf6c1b6	693	338	5	0	2	1	0	9642	19514	4	0	0	3	2	21	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	6	0	1	8
13722.58cfa830e4b0c9d6adf6c036	0	0	0	0	0	0	0	16092	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	74
13722.58cfa830e4b0c9d6adf6c1f6	0	0	0	0	0	0	0	20060	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa830e4b0c9d6adf6c1c0	0	0	0	0	1	0	0	12651	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa82fe4b0c9d6adf6b84c	0	0	0	0	12	1	0	7064	0	0	0	0	380209	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	22	0	0	800009
13722.58cfa830e4b0c9d6adf6c256	0	0	0	0	0	0	0	11662	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597
13722.58cfa830e4b0c9d6adf6c2c6	0	0	0	0	0	0	0	13310	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2
13722.58cfa830e4b0c9d6adf6c25d	0	0	0	0	0	0	0	17715	0	0	0	0	46	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	137
13722.58cfa831e4b0c9d6adf6c368	0	0	0	0	0	0	0	11720	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41
13722.58cfa830e4b0c9d6adf6c29a	0	0	0	0	7	0	0	11249	0	0	0	0	45	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
13722.58cfa831e4b0c9d6adf6c36a	0	0	0	0	0	0	0	4686	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
13722.58cfa830e4b0c9d6adf6c2ce	0	0	0	0	0	0	0	15962	0	0	0	1	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15
13722.58cfa831e4b0c9d6adf6c401	0	0	0	0	0	0	0	5509	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa831e4b0c9d6adf6c43c	0	0	0	0	0	0	0	19876	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
13722.58cfa831e4b0c9d6adf6c4da	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c4f6	0	0	0	0	0	0	0	9672	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa831e4b0c9d6adf6c4be	1	0	0	0	3	0	0	11012	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	52
13722.58cfa831e4b0c9d6adf6c426	0	0	0	0	0	0	0	26481	22	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
13722.58cfa830e4b0c9d6adf6bec3	0	0	0	0	2	1	0	13566	0	0	0	1	210282	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	491878
13722.58cfa831e4b0c9d6adf6c459	0	0	0	0	4	0	0	26418	0	0	0	0	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	88
13722.58cfa831e4b0c9d6adf6c502	0	0	0	0	0	0	0	10557	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3
13722.58cfa831e4b0c9d6adf6c53e	0	0	0	0	0	0	0	17870	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	26
13722.58cfa831e4b0c9d6adf6c580	0	0	0	0	0	0	0	5199	4	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
13722.58cfa830e4b0c9d6adf6c184	0	0	0	0	0	0	0	9296	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
13722.58cfa831e4b0c9d6adf6c5eb	0	0	0	0	2	0	0	3927	26	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
13722.58cfa831e4b0c9d6adf6c54a	0	0	0	0	0	0	0	15957	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	94	0	0	8
13722.58cfa831e4b0c9d6adf6c5e7	0	0	0	0	0	0	0	11545	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	55
